@timestamp,@billedDuration,@duration,@maxMemoryUsed,@in
2021-11-25 05:32:31.939,1574,1573.66,201000000,
2021-11-25 05:42:36.779,1601,1600.29,201000000,
2021-11-25 05:52:40.765,1562,1561.69,201000000,
2021-11-25 06:02:44.768,1594,1593.2,201000000,
2021-11-25 06:12:48.606,1563,1562.28,201000000,
2021-11-25 06:22:52.685,1564,1563.87,201000000,
2021-11-25 06:32:57.461,1584,1583.68,201000000,
2021-11-25 06:43:01.388,1476,1475.29,201000000,
2021-11-25 07:03:05.068,1593,1592.73,201000000,
2021-11-25 07:13:09.239,1547,1546.28,201000000,
2021-11-25 07:23:14.401,1594,1593.19,201000000,
2021-11-25 07:33:18.023,1572,1571.87,201000000,
2021-11-25 07:43:23.381,1555,1554.05,201000000,
2021-11-25 07:53:26.940,1583,1582.05,201000000,
2021-11-25 08:13:32.069,1557,1556.32,201000000,
2021-11-25 08:23:37.037,1566,1565.72,201000000,
2021-11-25 08:33:42.139,1619,1618.94,201000000,
2021-11-25 08:43:46.059,1601,1600.53,201000000,
2021-11-25 08:53:50.199,1694,1693.48,201000000,
2021-11-25 09:03:54.859,1585,1584.17,201000000,
2021-11-25 09:13:58.201,1562,1561.91,201000000,
2021-11-25 09:24:03.425,1568,1567.46,201000000,
